date,spy,vix,vix3m,rv_21d_ann,rv_63d_ann,iv_vix_ann,iv_vix3m_ann,vrp_vix_minus_rv21,vrp_vix3m_minus_rv21,term_structure_vix3m_minus_vix,vrp_vix_minus_rv21_z252,term_structure_z252,fwd_21d_spy,fwd_63d_spy,fwd_rv_21d_ann,fwd_rv_63d_ann
2006-07-17,123.33999633789062,18.639999389648438,18.049999237060547,,,0.18639999389648437,0.18049999237060546,,,-0.005900001525878912,,,0.04288964408941487,0.10775100486069267,0.10946160208458393,0.0838661400505322
2006-07-18,123.97000122070312,17.739999771118164,17.219999313354492,,,0.17739999771118165,0.17219999313354492,,,-0.005200004577636724,,,0.046220824966662466,0.10381539880987112,0.11115307166168216,0.08356942940276424
2006-07-19,125.69000244140625,15.550000190734863,15.600000381469727,,,0.15550000190734864,0.15600000381469725,,,0.0005000019073486128,,,0.03452936791781691,0.08528921165150383,0.10274097016421745,0.08026092860060438
2006-07-20,124.83000183105469,16.209999084472656,16.309999465942383,,,0.16209999084472657,0.16309999465942382,,,0.0010000038146972534,,,0.04694384782820493,0.09420807766030448,0.09855646612474785,0.07853170321462284
2006-07-21,123.94999694824219,17.399999618530273,17.040000915527344,,,0.17399999618530274,0.17040000915527342,,,-0.0035999870300293113,,,0.049858879279770285,0.1037515201853656,0.09570952997766584,0.07661212019314168
2006-07-24,126.20999908447266,14.979999542236328,15.40999984741211,,,0.14979999542236327,0.1540999984741211,,,0.004300003051757817,,,0.030980081301623885,0.08422468370595015,0.07647631347979089,0.06876579595175161
2006-07-25,126.66000366210938,14.850000381469727,14.609999656677246,,,0.14850000381469727,0.14609999656677247,,,-0.0024000072479248014,,,0.024474899377047166,0.08534657544643331,0.0774247509805029,0.06893639298573614
2006-07-26,126.83000183105469,14.619999885559082,14.579999923706055,,,0.14619999885559082,0.14579999923706055,,,-0.0003999996185302668,,,0.022234424227053795,0.08712452016264338,0.07773206273651646,0.06901751029933334
2006-07-27,126.70999908447266,14.9399995803833,15.15999984741211,,,0.149399995803833,0.1515999984741211,,,0.0022000026702880815,,,0.024465302632150188,0.09186336597858413,0.07738954044764215,0.06898175235317287
2006-07-28,127.9800033569336,14.329999923706055,14.630000114440918,,,0.14329999923706055,0.1463000011444092,,,0.003000001907348643,,,0.01914353222834886,0.08438814767211955,0.07174977964681047,0.06682315239836091
2006-07-31,127.8499984741211,14.949999809265137,15.25,,,0.14949999809265135,0.1525,,,0.003000001907348643,,,0.021353174732232638,0.07868600162732564,0.07140758629783545,0.06836966067477337
2006-08-01,127.22000122070312,15.050000190734863,15.390000343322754,,,0.15050000190734864,0.15390000343322754,,,0.0034000015258789096,,,0.027039792551475372,0.08324159909037365,0.06809939886879443,0.06734469286526795
2006-08-02,128.0800018310547,14.34000015258789,15.0600004196167,,,0.1434000015258789,0.15060000419616698,,,0.007200002670288086,,,0.019987488460302627,0.0758119247053588,0.06524081743131385,0.06647077261394314
2006-08-03,128.4199981689453,14.460000038146973,15.050000190734863,,,0.14460000038146972,0.15050000190734864,,,0.005900001525878912,,,0.023360847553145936,0.06572187012729014,0.0673103700497912,0.06825357501965283
2006-08-04,128.1999969482422,14.34000015258789,15.09000015258789,,,0.1434000015258789,0.1509000015258789,,,0.007500000000000007,,,0.0270670928494956,0.06692669294304787,0.06656156489972685,0.0681070568691096
2006-08-07,127.9000015258789,15.229999542236328,15.350000381469727,,,0.15229999542236328,0.15350000381469728,,,0.001200008392334001,,,0.020406512508359453,0.06755271037667443,0.07431770501133338,0.06799902889711347
2006-08-08,127.41000366210938,15.229999542236328,15.470000267028809,,,0.15229999542236328,0.15470000267028808,,,0.0024000072479248014,,,0.019621693180623234,0.08374537212354283,0.07498612202086267,0.07027030165805843
2006-08-09,126.9800033569336,15.199999809265137,15.579999923706055,,,0.15199999809265136,0.15579999923706056,,,0.003800001144409204,,,0.02598830788409412,0.09158920259851233,0.07356312926946323,0.069804583650503
2006-08-10,127.37000274658203,14.460000038146973,15.279999732971191,,,0.14460000038146972,0.15279999732971192,,,0.008199996948242194,,,0.023867479390542234,0.0906021878517782,0.07326017149042874,0.06973993621762706
2006-08-11,127.01000213623047,14.300000190734863,15.279999732971191,,,0.14300000190734863,0.15279999732971192,,,0.009799995422363289,,,0.03684749410645649,0.08794575507187141,0.07760880700770648,0.07050141115677434
2006-08-14,127.11000061035156,14.260000228881836,15.279999732971191,,,0.14260000228881836,0.15279999732971192,,,0.010199995040893556,,,0.04020140497061253,0.0875619922065054,0.07791982644494418,0.07051636659730683
2006-08-15,128.6300048828125,13.420000076293945,14.520000457763672,0.10946160208458393,,0.13420000076293945,0.1452000045776367,0.02473839867835552,0.03573840249305278,0.011000003814697262,,,0.027987178015007608,0.077353623342447,0.06892784816149403,0.06718481974890608
2006-08-16,129.6999969482422,12.40999984741211,14.029999732971191,0.11115307166168216,,0.12409999847412109,0.1402999973297119,0.012946926812438933,0.029146925668029747,0.016199998855590814,,,0.017424902226689243,0.0764841819765345,0.06490799368591216,0.06685289784333578
2006-08-17,130.02999877929688,12.239999771118164,13.380000114440918,0.10274097016421745,,0.12239999771118164,0.13380000114440918,0.019659027546964192,0.031059030980191735,0.011400003433227543,,,0.01622702937906606,0.07682846717641167,0.06464364127782524,0.06688257840954676
2006-08-18,130.69000244140625,11.640000343322754,13.100000381469727,0.09855646612474785,,0.11640000343322754,0.13100000381469726,0.017843537308479693,0.03244353768994941,0.014600000381469719,,,0.00856986071057464,0.0741449403962684,0.06360973694115137,0.06647661429323412
2006-08-21,130.1300048828125,12.220000267028809,13.420000076293945,0.09570952997766584,,0.12220000267028809,0.13420000076293945,0.026490472692622252,0.03849047078527361,0.011999998092651357,,,0.01828932248305626,0.0790747168218382,0.06336277196143303,0.06558183340312937
2006-08-22,130.1199951171875,12.1899995803833,13.430000305175781,0.07647631347979089,,0.12189999580383301,0.13430000305175782,0.04542368232404212,0.05782368957196693,0.01240000724792481,,,0.013449124390328526,0.07977255819495044,0.06632840741421979,0.0655427129513593
2006-08-23,129.75999450683594,12.399999618530273,13.5600004196167,0.0774247509805029,,0.12399999618530273,0.135600004196167,0.04657524520479983,0.058175253215664094,0.011600008010864263,,,0.013178227391009267,0.08384714352187594,0.0665073355336528,0.06504084283553761
2006-08-24,129.64999389648438,12.399999618530273,13.579999923706055,0.07773206273651646,,0.12399999618530273,0.13579999923706054,0.04626793344878627,0.05806793650054408,0.01180000305175781,,,0.02182801360803932,0.08692637719257568,0.07055700831023556,0.0649097877790743
2006-08-25,129.80999755859375,12.3100004196167,13.510000228881836,0.07738954044764215,,0.123100004196167,0.13510000228881835,0.045710463748524846,0.0577104618411762,0.011999998092651357,,,0.029042480112205782,0.08119566091328467,0.07491900383786732,0.06579479844108319
2006-08-28,130.42999267578125,12.180000305175781,13.359999656677246,0.07174977964681047,,0.12180000305175781,0.13359999656677246,0.050050223404947344,0.061850216919961995,0.01179999351501465,,,0.025377696873837507,0.06125895838256601,0.0738904273277094,0.07190766189768724
2006-08-29,130.5800018310547,12.279999732971191,13.380000114440918,0.07140758629783545,,0.12279999732971192,0.13380000114440918,0.05139241103187647,0.062392414846573735,0.011000003814697262,,,0.023816821616952533,0.06463472448350838,0.07409285341925874,0.07222428385345525
2006-08-30,130.66000366210938,12.220000267028809,13.319999694824219,0.06809939886879443,,0.12220000267028809,0.1331999969482422,0.05410060380149366,0.06510059807944776,0.010999994277954103,,,0.022348064343366447,0.07508034045340062,0.07438587199625746,0.0746363202542201
2006-08-31,130.63999938964844,12.3100004196167,13.300000190734863,0.06524081743131385,,0.123100004196167,0.13300000190734862,0.057859186764853146,0.06775918447603477,0.009899997711181621,,,0.018677299853076867,0.07570422103379237,0.07614442384033752,0.07460382271616534
2006-09-01,131.4199981689453,11.960000038146973,13.1899995803833,0.0673103700497912,,0.11960000038146973,0.13189999580383302,0.052289630331678535,0.06458962575404183,0.012299995422363291,,,0.01476185107621375,0.06696091290798134,0.0740444540548954,0.0742567276024903
2006-09-05,131.6699981689453,12.630000114440918,13.359999656677246,0.06656156489972685,,0.12630000114440917,0.13359999656677246,0.05973843624468232,0.06703843166704561,0.007299995422363287,,,0.024682919763011846,0.07306140541480155,0.08323864210896464,0.07540209323876094
