20170103,1,1,196.6840
20170104,1,1,197.8520
20170105,1,1,197.7190
20170106,1,1,198.3890
20170109,1,1,197.7660
20170110,1,1,197.7660
20170111,1,1,198.2920
20170112,1,1,197.8240
20170113,1,1,198.2540
20170117,1,1,197.5840
20170118,1,1,197.9970
20170119,1,1,197.2680
20170120,1,1,197.9880
20170123,1,1,197.4900
20170124,1,1,198.7430
20170125,1,1,200.4540
20170126,1,1,200.2440
20170127,1,1,199.9500
20170130,1,1,198.6940
20170131,1,1,198.6750
20170201,1,1,198.7530
20170202,1,1,198.8760
20170203,1,1,200.2540
20170206,1,1,199.9210
20170207,1,1,199.9310
20170208,1,1,200.1690
20170209,1,1,201.3630
20170210,1,1,202.1590
20170213,1,1,203.2610
20170214,1,1,204.0920
20170215,1,1,205.1170
20170216,1,1,204.9460
20170217,1,1,205.2710
20170221,1,1,206.5240
20170222,1,1,206.3330
20170223,1,1,206.4760
20170224,1,1,206.7050
20170227,1,1,207.0210
20170228,1,1,206.5040
20170301,1,1,209.3860
20170302,1,1,208.0930
20170303,1,1,208.2180
20170306,1,1,207.5660
20170307,1,1,206.9260
20170308,1,1,206.5630
20170309,1,1,206.8100
20170310,1,1,207.5490
20170313,1,1,207.6630
20170314,1,1,206.8490
20170315,1,1,208.6670
20170316,1,1,208.2750
20170317,1,1,207.8920
20170320,1,1,207.6540
20170321,1,1,204.9710
20170322,1,1,205.4720
20170323,1,1,205.2320
20170324,1,1,205.0890
20170327,1,1,204.8700
20170328,1,1,206.3890
20170329,1,1,206.5630
20170330,1,1,207.2130
20170331,1,1,206.7340
20170403,1,1,206.3990
20170404,1,1,206.5240
20170405,1,1,205.9120
20170406,1,1,206.4950
20170407,1,1,206.2940
20170410,1,1,206.4090
20170411,1,1,206.1690
20170412,1,1,205.2320
20170413,1,1,203.9300
20170417,1,1,205.7500
20170418,1,1,205.0980
20170419,1,1,204.7230
20170420,1,1,206.4090
20170421,1,1,205.7580
20170424,1,1,208.0250
20170425,1,1,209.2030
20170426,1,1,209.0600
20170427,1,1,209.2520
20170428,1,1,208.7820
20170501,1,1,209.3280
20170502,1,1,209.4140
20170503,1,1,209.1370
20170504,1,1,209.4050
20170505,1,1,210.2370
20170508,1,1,210.2000
20170509,1,1,210.0050
20170510,1,1,210.3800
20170511,1,1,209.9500
20170512,1,1,209.5870
20170515,1,1,210.7270
20170516,1,1,210.5230
20170517,1,1,206.8020
20170518,1,1,207.6540
20170519,1,1,208.9730
20170522,1,1,210.0750
20170523,1,1,210.5150
20170524,1,1,211.0050
20170525,1,1,212.0460
20170526,1,1,211.9990
20170530,1,1,211.8060
20170531,1,1,211.7690
20170601,1,1,213.4330
20170602,1,1,214.1520
20170605,1,1,213.9990
20170606,1,1,213.3010
20170607,1,1,213.6930
20170608,1,1,213.8070
20170609,1,1,213.4820
20170612,1,1,213.4330
20170613,1,1,214.4860
20170614,1,1,214.2090
20170615,1,1,213.7970
20170616,1,1,213.8460
20170619,1,1,215.6070
20170620,1,1,214.1710
20170621,1,1,214.1320
20170622,1,1,214.0280
20170623,1,1,214.2770
20170626,1,1,214.4190
20170627,1,1,212.6590
20170628,1,1,214.6020
20170629,1,1,212.6780
20170630,1,1,213.0900
20170703,1,1,213.4630
20170705,1,1,213.9610
20170706,1,1,212.0080
20170707,1,1,213.3670
20170710,1,1,213.5960
20170711,1,1,213.4430
20170712,1,1,215.0310
20170713,1,1,215.3760
20170714,1,1,216.4310
20170717,1,1,216.4010
20170718,1,1,216.5160
20170719,1,1,217.6720
20170720,1,1,217.7510
20170721,1,1,217.5790
20170724,1,1,217.5230
20170725,1,1,218.0470
20170726,1,1,218.0570
20170727,1,1,217.8390
20170728,1,1,217.5970
20170731,1,1,217.4830
20170801,1,1,217.9510
20170802,1,1,218.0670
20170803,1,1,217.6430
20170804,1,1,218.0370
20170807,1,1,218.4490
20170808,1,1,217.8950
20170809,1,1,217.8850
20170810,1,1,214.8110
20170811,1,1,215.1370
20170814,1,1,217.2720
20170815,1,1,217.2440
20170816,1,1,217.6260
20170817,1,1,214.2480
20170818,1,1,213.9120
20170821,1,1,214.0840
20170822,1,1,216.3140
20170823,1,1,215.5110
20170824,1,1,215.0120
20170825,1,1,215.5110
20170828,1,1,215.5210
20170829,1,1,215.7880
20170830,1,1,216.8030
20170831,1,1,218.1060
20170901,1,1,218.4200
20170905,1,1,216.8530
20170906,1,1,217.5880
20170907,1,1,217.5690
20170908,1,1,217.3110
20170911,1,1,219.6280
20170912,1,1,220.3830
20170913,1,1,220.4790
20170914,1,1,220.4120
20170915,1,1,220.6990
20170918,1,1,221.1480
20170919,1,1,221.3760
20170920,1,1,221.4560
20170921,1,1,220.8620
20170922,1,1,220.9000
20170925,1,1,220.4790
20170926,1,1,220.6030
20170927,1,1,221.4460
20170928,1,1,221.7140
20170929,1,1,222.5160
20171002,1,1,223.4650
20171003,1,1,223.9340
20171004,1,1,224.1920
20171005,1,1,225.5500
20171006,1,1,225.2830
20171009,1,1,224.9110
20171010,1,1,225.5140
20171011,1,1,225.8560
20171012,1,1,225.5330
20171013,1,1,225.8010
20171016,1,1,226.0960
20171017,1,1,226.2500
20171018,1,1,226.4790
20171019,1,1,226.5360
20171020,1,1,227.7130
20171023,1,1,226.7950
20171024,1,1,227.2070
20171025,1,1,226.0960
20171026,1,1,226.3940
20171027,1,1,228.2520
20171030,1,1,227.3880
20171031,1,1,227.7510
20171101,1,1,228.0680
20171102,1,1,228.1540
20171103,1,1,228.8910
20171106,1,1,229.2360
20171107,1,1,229.0840
20171108,1,1,229.4760
20171109,1,1,228.6400
20171110,1,1,228.5870
20171113,1,1,228.7870
20171114,1,1,228.2720
20171115,1,1,227.1000
20171116,1,1,229.0350
20171117,1,1,228.3820
20171120,1,1,228.7570
20171121,1,1,230.2690
20171122,1,1,230.0580
20171124,1,1,230.5950
20171127,1,1,230.4800
20171128,1,1,232.7870
20171129,1,1,232.6520
20171130,1,1,234.7010
20171201,1,1,234.2220
20171204,1,1,233.9440
20171205,1,1,233.0650
20171206,1,1,233.1120
20171207,1,1,233.8880
20171208,1,1,235.1500
20171211,1,1,235.8600
20171212,1,1,236.2610
20171213,1,1,236.2340
20171214,1,1,235.2750
20171215,1,1,237.2560
20171218,1,1,238.7300
20171219,1,1,237.8190
20171220,1,1,237.6970
20171221,1,1,238.1860
20171222,1,1,238.1260
20171226,1,1,237.8380
20171227,1,1,237.9660
20171228,1,1,238.4520
20171229,1,1,237.5530
20180102,1,1,239.2480
20180103,1,1,240.7490
20180104,1,1,241.7830
20180105,1,1,243.4080
20180108,1,1,243.8430
20180109,1,1,244.3770
20180110,1,1,244.0320
20180111,1,1,245.8030
20180112,1,1,247.3920
20180116,1,1,246.5590
20180117,1,1,248.8930
20180118,1,1,248.4840
20180119,1,1,249.6330
20180122,1,1,251.6410
20180123,1,1,252.1790
20180124,1,1,252.0810
20180125,1,1,252.1890
20180126,1,1,255.0970
20180129,1,1,253.4030
20180130,1,1,250.7910
20180131,1,1,250.9220
20180201,1,1,250.6460
20180202,1,1,245.1910
20180205,1,1,234.9400
20180206,1,1,239.5730
20180207,1,1,238.2710
20180208,1,1,229.3310
20180209,1,1,232.7670
20180212,1,1,236.1850
20180213,1,1,236.7780
20180214,1,1,239.9820
20180215,1,1,243.0470
20180216,1,1,243.1230
20180220,1,1,241.5820
20180221,1,1,240.3960
20180222,1,1,240.6930
20180223,1,1,244.5320
20180226,1,1,247.3730
20180227,1,1,244.2810
20180228,1,1,241.8220
20180301,1,1,238.2990
20180302,1,1,239.5250
20180305,1,1,242.2600
20180306,1,1,242.9030
20180307,1,1,242.8090
20180308,1,1,244.0120
20180309,1,1,248.2440
20180312,1,1,247.9290
20180313,1,1,246.3300
20180314,1,1,245.0570
20180315,1,1,244.7710
20180316,1,1,245.0570
20180319,1,1,241.7560
20180320,1,1,242.1580
20180321,1,1,241.6970
20180322,1,1,235.6500
20180323,1,1,230.6340
20180326,1,1,236.9390
20180327,1,1,232.8920
20180328,1,1,232.2210
20180329,1,1,235.1990
20180402,1,1,230.1170
20180403,1,1,233.0360
20180404,1,1,235.5520
20180405,1,1,237.4390
20180406,1,1,232.1380
20180409,1,1,233.2560
20180410,1,1,236.9780
20180411,1,1,235.7250
20180412,1,1,237.6680
20180413,1,1,236.9780
20180416,1,1,238.9120
20180417,1,1,241.4980
20180418,1,1,241.6580
20180419,1,1,240.3290
20180420,1,1,238.2810
20180423,1,1,238.2430
20180424,1,1,235.0360
